database_id,dev_code,mapping_title,api_title,introduction,status,error
322,,Dialogue Vol.2「カレー屋は一日にして成らず」,Dialogue Vol.2「カレー屋は一日にして成らず」,"专辑「絆ダイアローグ Vol.2」内的广播剧。
[nex-tone.link/A00156779](https://nex-tone.link/A00156779)
>ブルーアーカイブ　絆ダイアローグ Vol.2 「アル」
アル(CV:近藤玲奈)",ok,
323,,青春のアーカイブ,青春のアーカイブ,"完整版的TV动画的OP曲。
[linkco.re/RrruF9HX](https://linkco.re/RrruF9HX)
>TVアニメ「ブルーアーカイブ The Animation」テーマソング「青春のアーカイブ／真昼の空の月」
アビドス高等学校対策委員会",ok,
324,,青春のアーカイブ [instrumental],青春のアーカイブ [instrumental],"完整版TV动画OP曲的无人声版。
[linkco.re/RrruF9HX](https://linkco.re/RrruF9HX)
>TVアニメ「ブルーアーカイブ The Animation」テーマソング「青春のアーカイブ／真昼の空の月」
アビドス高等学校対策委員会",ok,
325,,真昼の空の月,真昼の空の月,"完整版的TV动画的ED曲。
[linkco.re/RrruF9HX](https://linkco.re/RrruF9HX)
>TVアニメ「ブルーアーカイブ The Animation」テーマソング「青春のアーカイブ／真昼の空の月」
アビドス高等学校対策委員会",ok,
326,,真昼の空の月 [instrumental],真昼の空の月 [instrumental],"完整版TV动画ED曲的无人声版。
[linkco.re/RrruF9HX](https://linkco.re/RrruF9HX)
>TVアニメ「ブルーアーカイブ The Animation」テーマソング「青春のアーカイブ／真昼の空の月」
アビドス高等学校対策委員会",ok,
327,Theme_204,Ramune Lagoon,Ramune Lagoon,瓦尔基里泳装活动使用曲目。享受水上公园的快乐度假时光吧！,ok,
328,Theme_205,Summer Attack!,Summer Attack!,"瓦尔基里夏活首次出现的战斗曲目，开头使用了与活动主题曲相同的采样声。
风格可爱而又激昂，适合一场欢快的战斗。",ok,
329,,AMB_Subway,AMB_Subway,,empty,
330,,AMB_Train_L,AMB_Train_L,,empty,
331,,RE Aoharu (4th PV),RE Aoharu (4th PV),"面对任何困难、任何事件、任何力量都不会害怕的，即使是重来一次的，与你一起的青春故事。
突入，缓和，转折——震撼人心的Re Aoharu，蔚蓝档案的关键曲目之一，最终章主题曲。于日服2周年纪念直播上与最终章预告4thPV一同放出，广受好评。

4th PV中使用的版本，包含了联邦学生会长的人声。",ok,
332,Theme_203,Realm Rumble,Realm Rumble,结果难料的激战使用的曲目，强者才有资格使用。,ok,
333,Theme_229,Sudden Onset Disaster,Sudden Onset Disaster,压抑、紧张……首次出现于主线Vol1.3.33，「恐怖」显现。,ok,
334,,准备出发！,准备出发！,"音乐制作Music Production：DashSound
动画制作Animation Production：ARCUS_Anime
演唱Vocals：
砂狼白子（CV:安雪璃）
早濑优香（CV:小敢）
黑馆晴奈（CV:MACE）
伊落玛丽（CV:曹雅雯）
久田泉奈（CV:Z君）
制作人Producer：S9ryne
执行策划Executive Producer：Vision Zhang
作词Lyrics：南羽/Sakula小舞
作曲Composer：HJLL
编曲Arranger：HJLL
录音棚Recording Studio：烁Blaze-Sparkle
录音监制Recording Producer：绯川蛋
人声修对Editing Engineer：HJLL
混音Mixing Engineer：HJLL/S9ryne
母带制作Mastering Studio：Dash Sound
Na\~LiLaBaLaBa\~准备好了就出发\~",ok,
335,,「放課後スイーツ部の夏休み！」 ナツのサプライズ編,「放課後スイーツ部の夏休み！」 ナツのサプライズ編,"【#放課後スイーツ部の夏休み！ 】
第3話も無事公開❣️

今回は
「😳ナツのサプライズ編！😳」

ラストまであと1話・・・
ナツは何にロマンを感じたのでしょうか！？
是非チェックしてください♪

#ダイドーブルアカキャンペーン #ダイドー #ブルアカ

▼詳細はこちら
http://bit.ly/3wJ1vw2",ok,
336,,准备出发！ (伴奏),准备出发！ (伴奏),"音乐制作Music Production：DashSound
动画制作Animation Production：ARCUS_Anime
演唱Vocals：
砂狼白子（CV:安雪璃）
早濑优香（CV:小敢）
黑馆晴奈（CV:MACE）
伊落玛丽（CV:曹雅雯）
久田泉奈（CV:Z君）
制作人Producer：S9ryne
执行策划Executive Producer：Vision Zhang
作词Lyrics：南羽/Sakula小舞
作曲Composer：HJLL
编曲Arranger：HJLL
录音棚Recording Studio：烁Blaze-Sparkle
录音监制Recording Producer：绯川蛋
人声修对Editing Engineer：HJLL
混音Mixing Engineer：HJLL/S9ryne
母带制作Mastering Studio：Dash Sound
Na\~LiLaBaLaBa\~准备好了就出发\~",ok,
337,,彩りキャンバス,彩りキャンバス,"放学后甜品部作为少女乐队SUGAR RUSH在屋顶演奏的出道曲「彩りキャンバス」！
[nex-tone.link/A00158938](https://nex-tone.link/A00158938)
>ブルーアーカイブ「彩りキャンバス」
SUGAR RUSH",ok,
338,,彩りキャンバス(Short Ver.),彩りキャンバス(Short Ver.),"剪辑过的「彩りキャンバス」，比全曲短一些。
[nex-tone.link/A00158938](https://nex-tone.link/A00158938)
>ブルーアーカイブ「彩りキャンバス」
SUGAR RUSH",ok,
339,,彩りキャンバス(Instrumental Ver.),彩りキャンバス(Instrumental Ver.),"「彩りキャンバス」的无人声版。
[nex-tone.link/A00158938](https://nex-tone.link/A00158938)
>ブルーアーカイブ「彩りキャンバス」
SUGAR RUSH",ok,
340,,パフェダイアリーズ,パフェダイアリーズ,"青春あんさんぶる系列第6弹，放学后甜品部的各位一起演唱的「パフェダイアリーズ」。
听着听着就想吃甜品了...！
[nex-tone.link/A00159005](https://nex-tone.link/A00159005)
>ブルーアーカイブ　青春あんさんぶる Vol.6 「放課後スイーツ部」
放課後スイーツ部《アイリ(CV:水森ちこ)、カズサ(CV:夏吉ゆうこ)、ナツ(CV:長縄まりあ)、ヨシミ(CV:真野あゆみ)》",ok,
341,,パフェダイアリーズ(Instrumental Ver.),パフェダイアリーズ(Instrumental Ver.),"「パフェダイアリーズ」的无人声版。
[nex-tone.link/A00159005](https://nex-tone.link/A00159005)
>ブルーアーカイブ　青春あんさんぶる Vol.6 「放課後スイーツ部」
放課後スイーツ部《アイリ(CV:水森ちこ)、カズサ(CV:夏吉ゆうこ)、ナツ(CV:長縄まりあ)、ヨシミ(CV:真野あゆみ)》",ok,
342,,ボイスドラマ Vol.6 「真夏の海と幻のスイーツ!」,ボイスドラマ Vol.6 「真夏の海と幻のスイーツ!」,"专辑「青春あんさんぶる Vol.6」内的广播剧。
[nex-tone.link/A00159005](https://nex-tone.link/A00159005)
>ブルーアーカイブ　青春あんさんぶる Vol.6 「放課後スイーツ部」
放課後スイーツ部《アイリ(CV:水森ちこ)、カズサ(CV:夏吉ゆうこ)、ナツ(CV:長縄まりあ)、ヨシミ(CV:真野あゆみ)》",ok,
343,,好きなんです!,好きなんです!,"絆ダイアローグ系列第3弹，日富美同学演唱的「好きなんです!」。
是一首能给人带来元气的歌呢！
[nex-tone.link/A00158939](https://nex-tone.link/A00158939)
>ブルーアーカイブ　絆ダイアローグ Vol.3 「ヒフミ」
ヒフミ(CV:本渡楓)",ok,
344,,好きなんです！(Instrumental Ver.),好きなんです！(Instrumental Ver.),"「好きなんです！」的无人声版。
[nex-tone.link/A00158939](https://nex-tone.link/A00158939)
>ブルーアーカイブ　絆ダイアローグ Vol.3 「ヒフミ」
ヒフミ(CV:本渡楓)",ok,
345,,Dialogue Vol.3「とまらない心を聞かせて」,Dialogue Vol.3「とまらない心を聞かせて」,"专辑「絆ダイアローグ Vol.3」内的广播剧。
[nex-tone.link/A00158939](https://nex-tone.link/A00158939)
>ブルーアーカイブ　絆ダイアローグ Vol.3 「ヒフミ」
ヒフミ(CV:本渡楓)",ok,
346,,Glitch Street (Short),Glitch Street (Short),Glitch Street的片段，用于主线剧情Vol1.3.43中，阿比多斯与大蛇战斗、守卫自治区的场景。,ok,
347,Theme_153,Theme_153,Theme_153,Constant Moderato的变奏，标志着一行人新的开始，我们青春的新的开始。,ok,
348,Theme_206,Let me go Seaside,Let me go Seaside,"阿里乌斯小队泳装活动使用曲目。
随着DJ的演奏挥动你的双手吧！",ok,
349,Theme_217,Shoujo Sorrow,Shoujo Sorrow,"Shoujo Delight的变奏版本。
解答第六条古则、也是解开星野心结时的曲目。",ok,
350,Theme_228,0k@eri,0k@eri,"最早使用于白子*恐怖的回忆大厅中。
将伤痛留在过去，回到已经离开了太久的归处。",ok,
351,Theme_234,U-n.I,U-n.I,"最早使用于星野（临战）的回忆大厅中。
记录着与珍爱之人共度美好时光的曲目。",ok,
352,Theme_237,Peaceful Day,Peaceful Day,"最早使用于泳装亚津子回忆大厅的曲目。
仿佛能看到少女闪耀发光的笑容。",ok,
353,,Paint It Now(Game Ver.),Paint It Now(Game Ver.),"阿里乌斯小队泳装活动的ED，由新任DJ纱织为您倾情演奏。

轶事：
在最初版本的MV中，片尾的作曲显示为Mitsukiyo，但在2024年8月2日，KARUT说明这是制作错误，会在以后修正。现在，游戏内MV已经修改为了正确的版本。

[https://x.com/TriplebulletS/status/1819315843983200703](https://x.com/TriplebulletS/status/1819315843983200703)",ok,
354,,夕映えの約束 (Game Ver.),夕映えの約束 (Game Ver.),"主线剧情Vol1.3.38插入曲，包含游戏内剧情音效。

> タイトル：夕映えの約束
Music : Mitsukiyo
Lyrics : kotono
Song : SERENTIUM
Guitar : NezMayo
Bass : Kyunghwan Yoo
Mix/Master : 821sound",ok,
355,,ぷかぷかぴ～す,ぷかぷかぴ～す,"絆ダイアローグ系列第4弹！
这一次轮到对策委员会的星野同学了！
软软的旋律，听着让人很放松呢！
[nex-tone.link/A00159099](https://nex-tone.link/A00159099)
> ブルーアーカイブ　絆ダイアローグ Vol.4 「ホシノ」
ホシノ(CV:花守ゆみり)",ok,
356,,ぷかぷかぴ～す(Instrumental Ver),ぷかぷかぴ～す(Instrumental Ver),"「ぷかぷかぴ～す」的无人声版。
[nex-tone.link/A00159099](https://nex-tone.link/A00159099)
> ブルーアーカイブ　絆ダイアローグ Vol.4 「ホシノ」
ホシノ(CV:花守ゆみり)",ok,
357,,Dialogue Vol.4「幸福を探す遠道」,Dialogue Vol.4「幸福を探す遠道」,"专辑「絆ダイアローグ Vol.4」内的广播剧。
[nex-tone.link/A00159099](https://nex-tone.link/A00159099)
> ブルーアーカイブ　絆ダイアローグ Vol.4 「ホシノ」
ホシノ(CV:花守ゆみり)",ok,
358,,「放課後スイーツ部の夏休み！」水分補給も忘れずに編,「放課後スイーツ部の夏休み！」水分補給も忘れずに編,"【#放課後スイーツ部の夏休み！ 】
みなさん本当にありがとう〜〜！！
最終話も無事公開です❣️

第4話は
「💧水分補給も忘れずに編！💧」

オリジナルボイスドラマ、
みなさん楽しんでいただけましたか？？
キャンペーンはまだまだ続くので、
暑い夏、水分補給を忘れずに楽しんでくださいね♪

#ダイドーブルアカキャンペーン #ダイドー #ブルアカ

▼詳細はこちら
http://bit.ly/3wJ1vw2a",ok,
359,,希望の朝へ (向着黎明奔去),希望の朝へ (向着黎明奔去),"作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo
编曲：Mitsukiyo/何方
歌手：东山奈央/石上静香
混音/母带：何方
吉他录制 : JuNN
贝斯录制: Kyunghwan Yoo
导唱: Shabel Tonya
制作协力：【Aegir,inc】

无论是谁，都有着希冀和追求幸福的资格。故事的走向，就由我们来决定！向着充满希望的黎明，无忧无虑地奔跑吧！

《蔚蓝档案》一周年纪念专辑《向着黎明奔去》现已上线，包含中、日双语版本。感谢老师的支持，祝老师入职一周年快乐！",ok,
360,,向着黎明奔去,向着黎明奔去,"作词：St
作曲：Mitsukiyo
编曲：Mitsukiyo/何方
歌手：龟娘/汪滢滢
混音/母带：何方
吉他录制 : JuNN
贝斯录制: Kyunghwan Yoo
导唱: Shabel Tonya
制作协力：【Aegir,inc】

无论是谁，都有着希冀和追求幸福的资格。故事的走向，就由我们来决定！向着充满希望的黎明，无忧无虑地奔跑吧！

《蔚蓝档案》一周年纪念专辑《向着黎明奔去》现已上线，包含中、日双语版本。感谢老师的支持，祝老师入职一周年快乐！",ok,
361,Theme_197,SHANHAIJING Tragicomedy,SHANHAIJING Tragicomedy,用于山海经活动，以民族乐器曲调展现山海经风格,ok,
362,Theme_223,Scarlet Chrysanthemum,Scarlet Chrysanthemum,山海经和红冬交流会，曲风融合比较轻快也不错,ok,
363,Theme_233,Theme_233,Theme_233,,empty,
364,,JUMP！BEAT！PLAY！,JUMP！BEAT！PLAY！,"游戏开发部的学员们不小心掉入了音游的世界，需要她们齐心协力打出一个又一个perfect！伴随音符的跳跃，创造五彩斑斓的奇迹！游戏开发部主题曲正式上线！戴上耳机和小桃，小绿，爱丽丝，柚子一起闯关吧！

> JUMP！BEAT！PLAY！ (《蔚蓝档案》游戏部主题曲) - 苏枕袖/阎么么/皛四白/宅在家里什么都不会
词Lyrics：MUE
曲Composer：S９ryne/VeetaCrush/Nevia
编曲Arranger：S９ryne/VeetaCrush/Nevia
制作人Producer：S９ryne
音乐制作Music Production：@DashSound
演唱Vocals：才羽桃（CV：苏枕袖）/才羽绿（CV：阎么么）/天童爱丽丝（CV：四白）/花冈柚子（CV：宅会）
执行策划Executive Producer：Vision Zhang
录音棚Recording Studio：烁Blaze-Sparkle
录音师Recording Engineer：JINX
录音监制Recording Producer：绯川蛋
人声修对Editing Engineer：HJLL/VeetaCrush
混音Mixing Engineer：VeetaCrush
母带制作Mastering Studio：Dash Sound",ok,
365,,JUMP！BEAT！PLAY！ (伴奏),JUMP！BEAT！PLAY！ (伴奏),"游戏开发部的学员们不小心掉入了音游的世界，需要她们齐心协力打出一个又一个perfect！伴随音符的跳跃，创造五彩斑斓的奇迹！游戏开发部主题曲正式上线！戴上耳机和小桃，小绿，爱丽丝，柚子一起闯关吧！

> JUMP！BEAT！PLAY！ (《蔚蓝档案》游戏部主题曲) - 苏枕袖/阎么么/皛四白/宅在家里什么都不会
词Lyrics：MUE
曲Composer：S９ryne/VeetaCrush/Nevia
编曲Arranger：S９ryne/VeetaCrush/Nevia
制作人Producer：S９ryne
音乐制作Music Production：@DashSound
演唱Vocals：才羽桃（CV：苏枕袖）/才羽绿（CV：阎么么）/天童爱丽丝（CV：四白）/花冈柚子（CV：宅会）
执行策划Executive Producer：Vision Zhang
录音棚Recording Studio：烁Blaze-Sparkle
录音师Recording Engineer：JINX
录音监制Recording Producer：绯川蛋
人声修对Editing Engineer：HJLL/VeetaCrush
混音Mixing Engineer：VeetaCrush
母带制作Mastering Studio：Dash Sound",ok,
366,,Quintilis Abydos,Quintilis Abydos,明快的日常曲目，稍稍懒懒散散的也没关系。,ok,
367,,Fruity Vacation,Fruity Vacation,节奏感强烈的曲目，似乎是一段快乐的假日时光、一段奇妙的偶遇。,ok,
368,,ワンダー・ファニー・ハーモニー,ワンダー・ファニー・ハーモニー,"歌手：サクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)
编曲：夕野ヨシミ(IOSYS)
作词：ミツキヨ

> トリニティ総合学園のサクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)が歌う「ワンダー・ファニー・ハーモニー」を収録！",ok,
369,,ワンダー・ファニー・ハーモニー (Short Ver),ワンダー・ファニー・ハーモニー (Short Ver),"歌手：サクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)
编曲：夕野ヨシミ(IOSYS)
作词：ミツキヨ

> トリニティ総合学園のサクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)が歌う「ワンダー・ファニー・ハーモニー」を収録！",ok,
370,,ワンダー・ファニー・ハーモニー (Instrumental Ver),ワンダー・ファニー・ハーモニー (Instrumental Ver),"歌手：サクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)
编曲：夕野ヨシミ(IOSYS)
作词：ミツキヨ

> トリニティ総合学園のサクラコ(CV:加隈亜衣)、ヒナタ(CV:日高里菜)、マリー(CV:小澤亜李)、ウイ(CV:後藤沙緒里)、シミコ(CV:富田美憂)、ヒフミ(CV:本渡楓)、アズサ(CV:種田梨沙)、ハナコ(CV:豊田萌絵)、コハル(CV:赤尾ひかる)、ミカ(CV:東山奈央)、ツルギ(CV:小林ゆう)、イチカ(CV:鷲見友美ジェナ)が歌う「ワンダー・ファニー・ハーモニー」を収録！",ok,
371,Theme_224,Flip Flap Festival!,Flip Flap Festival!,很欢快的电子鼓点，月影祭堂堂开幕！,ok,
372,,KIRISAME (City Pop Rearrange),KIRISAME (City Pop Rearrange),"KIRISAME的city pop（都市流行）版本，在寂静安稳的旋律中和泉奈共度秋夜

> Composed by Nor
Rearranged by NECORD

来源：[https://www.youtube.com/watch?v=XwvJrUkLiVE](https://www.youtube.com/watch?v=XwvJrUkLiVE)",ok,
373,,Strawberry milk complex,Strawberry milk complex,"草莓牛奶聚合体？

Mixing&Mastering: [ESTE](https://x.com/ineste523/status/1774761856382763135)
Composition&Arrangement: [Mitsukiyo](https://x.com/mitsukiyo_5/status/1774661609681772877)

来源：[https://www.youtube.com/watch?v=B5O2m5d81zg](https://www.youtube.com/watch?v=B5O2m5d81zg)",ok,
374,,Constant Moderato × Step by Step (CN Mashup),Constant Moderato × Step by Step (CN Mashup),"> 我在开服前就曾给中国玩家带来过新的音乐。
>
> 我将之前公开过的《Step by Step》和《Constant Moderato》两首歌进行了融合，作为中国地区的首曝PV音乐
>
> ——Mitsukiyo，国服开发者采访：[https://www.bilibili.com/video/BV1Wp4y1j7Cy](https://www.bilibili.com/video/BV1Wp4y1j7Cy)",ok,
375,,わたしたちのクエスト,わたしたちのクエスト,"发条之花的帕凡舞曲篇第2章与日服短片「Beautiful Day Dreamer」主题曲，游戏部的故事才刚刚开始，还将继续编织下去。

作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo",ok,
376,,わたしたちのクエスト(Instrumental Ver.),わたしたちのクエスト(Instrumental Ver.),"发条之花的帕凡舞曲篇第2章与日服短片「Beautiful Day Dreamer」主题曲的伴奏，游戏部的故事才刚刚开始，还将继续编织下去。

作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo",ok,
377,,Memories of Kindness / 상냥함의 기억,Memories of Kindness / 상냥함의 기억,"最终章ED的韩语版。伴随着温柔的歌声，星光落地，夜空迎来日出，基沃托斯回归了和平。

演唱：YOUNHA/윤하
作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo
译词：Z:U",ok,
378,,Memories of Kindness,Memories of Kindness,"最终章ED的英语版。伴随着温柔的歌声，星光落地，夜空迎来日出，基沃托斯回归了和平。

演唱：YOUNHA/윤하
作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo
译词：Miori Celesta",ok,
379,,Memories of Kindness / 優しさの記憶(Instrumental Ver.),Memories of Kindness / 優しさの記憶(Instrumental Ver.),"最终章ED的伴奏。伴随着温柔的歌声，星光落地，夜空迎来日出，基沃托斯回归了和平。

演唱：鹿乃
作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo",ok,
381,,Library of Omen（OST）,Library of Omen（OST）,Library of Omen的原声OST收录版本,ok,
382,,SAKURA PUNCH（OST）,SAKURA PUNCH（OST）,SAKURA PUNCH的原声OST收录版本,ok,
383,,Fevertime（OST）,Fevertime（OST）,Fevertime的原声OST收录版本,ok,
384,,CrossFire Hard Arrange（OST）,CrossFire Hard Arrange（OST）,CrossFire Hard Arrange的原声OST收录版本,ok,
385,,Denshi Toujou!（OST）,Denshi Toujou!（OST）,Denshi Toujou!的官方原声OST收录版本,ok,
386,,Kaiten Screw!!!（OST）,Kaiten Screw!!!（OST）,Kaiten Screw!!!的原声OST收录版本,ok,
387,,Mechanical JUNGLE Hard Arrange （OST）,Mechanical JUNGLE Hard Arrange （OST）,Mechanical JUNGLE Hard Arrange的OST收录版本,ok,
388,,Fearful Utopia（OST）,Fearful Utopia（OST）,Fearful Utopia的原声OST收录版本,ok,
389,,Out of Control（OST）,Out of Control（OST）,Out of Control的原声OST收录版本,ok,
390,,Interface（OST）,Interface（OST）,Interface的原声OST收录版本,ok,
391,,Alert（OST）,Alert（OST）,Alert的原声OST收录版本,ok,
392,,Fade Out（OST）,Fade Out（OST）,Fade Out的原声OST收录版本,ok,
393,,CrossFire （OST）,CrossFire （OST）,CrossFire的原声OST收录版本,ok,
394,,Party time（OST）,Party time（OST）,Party time的原声OST收录版本,ok,
395,,Tech N Tech（OST）,Tech N Tech（OST）,Tech N Tech的原声OST收录版本,ok,
396,,Endless Carnival（OST）,Endless Carnival（OST）,Endless Carnival的原声OST收录版本,ok,
397,,Mischievous Step（OST）,Mischievous Step（OST）,Mischievous Step的原声OST收录版本,ok,
398,,Mechanical JUNGLE（OST）,Mechanical JUNGLE（OST）,,empty,
399,,Virtual Storm（OST）,Virtual Storm（OST）,Virtual Storm的原声OST收录版本,ok,
400,,Accelerator（OST）,Accelerator（OST）,Accelerator的原声OST收录版本,ok,
401,,Rolling beat（OST）,Rolling beat（OST）,Rolling beat的原声OST收录版本,ok,
402,,After the Beep（OST）,After the Beep（OST）,After the Beep的原声OST收录版本,ok,
403,,Future Lab（OST）,Future Lab（OST）,Future Lab的原声OST收录版本,ok,
404,,Signal of Abydos（OST）,Signal of Abydos（OST）,Signal of Abydos的原声OST收录版本,ok,
405,,ARES（OST）,ARES（OST）,ARES的原声OST收录版本,ok,
406,,Vibes（OST）,Vibes（OST）,Vibes的原声OST收录版本,ok,
407,,Sugar story（OST）,Sugar story（OST）,Sugar story的原声OST收录版本,ok,
408,,Water Drop（OST）,Water Drop（OST）,Water Drop的原声OST收录版本,ok,
409,,Plug and Play（OST）,Plug and Play（OST）,Plug and Play的原声OST收录版本,ok,
410,,Daily Routine 247（OST）,Daily Routine 247（OST）,Daily Routine 247的原声OST收录版本,ok,
411,,Lemonade Diary（OST）,Lemonade Diary（OST）,Lemonade Diary的原声OST收录版本,ok,
412,,Future Bossa（OST）,Future Bossa（OST）,Future Bossa的原声OST收录版本,ok,
413,,Irasshaimase（OST）,Irasshaimase（OST）,Irasshaimase的原声OST收录版本,ok,
414,,MX Adventure（OST）,MX Adventure（OST）,MX Adventure的原声OST版本,ok,
415,,Step by Step（OST）,Step by Step（OST）,Step by Step的原声OST收录版本,ok,
416,,Shooting Stars（OST）,Shooting Stars（OST）,Shooting Stars的原声OST收录版本,ok,
417,,Constant Moderato （OST）,Constant Moderato （OST）,Constant Moderato的原声OST收录版本,ok,
418,,Midsummer cat（OST）,Midsummer cat（OST）,Midsummer cat的原声OST收录版本,ok,
419,,Connected Sky（OST）,Connected Sky（OST）,Connected Sky的原声OST收录版本,ok,
420,,Target for love(Instrumental Ver),Target for love(Instrumental Ver),"国际服主题曲的伴奏，In the story of us so marvelous.
欢迎来到基沃托斯，老师！

演唱：이진아/Lee Jin-ah、Mitsukiyo、DANI
作词：DANI
作曲：이진아/Lee Jin-ah、Mitsukiyo",ok,
421,,Target for love Piano Ver.(Covered by FONZI M),Target for love Piano Ver.(Covered by FONZI M),国际服主题曲的钢琴版，Covered by FONZI M。,ok,
422,,Unwelcome School(Jazz Trio Ver.),Unwelcome School(Jazz Trio Ver.),Unwelcome School的爵士乐版，包含于国际服「Happy 100th day！」的纪念数位周边中。,ok,
423,,美食追求の道 ～いただきます!～,美食追求の道 ～いただきます!～,"[https://nex-tone.link/A00165623](https://nex-tone.link/A00165623)

美食研究会的主题曲，吃货们别具一格的美食追求之路
> ブルーアーカイブ　青春あんさんぶる Vol.7 「美食研究会」
美食研究会《ハルナ(CV:田所あずさ)、アカリ(CV:森嶋優花)、イズミ(CV:久保ユリカ)、ジュンコ(CV:金元寿子)》",ok,
424,,美食追求の道 ～いただきます!～(Instrumental Ver),美食追求の道 ～いただきます!～(Instrumental Ver),"[https://nex-tone.link/A00165623](https://nex-tone.link/A00165623)

美食研究会主题曲的伴奏版本
> ブルーアーカイブ　青春あんさんぶる Vol.7 「美食研究会」
美食研究会《ハルナ(CV:田所あずさ)、アカリ(CV:森嶋優花)、イズミ(CV:久保ユリカ)、ジュンコ(CV:金元寿子)》",ok,
425,,ボイスドラマ Vol.7 「山グルメ研究会」,ボイスドラマ Vol.7 「山グルメ研究会」,"[https://nex-tone.link/A00165623](https://nex-tone.link/A00165623)

美食研究会广播剧四人成形
> ブルーアーカイブ　青春あんさんぶる Vol.7 「美食研究会」
美食研究会《ハルナ(CV:田所あずさ)、アカリ(CV:森嶋優花)、イズミ(CV:久保ユリカ)、ジュンコ(CV:金元寿子)》",ok,
426,,主殿のお傍でニンニンニン,主殿のお傍でニンニンニン,"[https://nex-tone.link/A00165624](https://nex-tone.link/A00165624)

久田泉奈的主题曲，主公大人请多依赖可爱忍忍吧！
> ブルーアーカイブ　絆ダイアローグ Vol.5 「イズナ」
イズナ(CV:阿澄佳奈)",ok,
427,,主殿のお傍でニンニンニン(Instrumental Ver),主殿のお傍でニンニンニン(Instrumental Ver),"[https://nex-tone.link/A00165624](https://nex-tone.link/A00165624)

久田泉奈主题曲的伴奏版本
> ブルーアーカイブ　絆ダイアローグ Vol.5 「イズナ」
イズナ(CV:阿澄佳奈)",ok,
428,,Dialogue Vol.5「そしてイズナは宣言する」,Dialogue Vol.5「そしてイズナは宣言する」,"[https://nex-tone.link/A00165624](https://nex-tone.link/A00165624)

久田泉奈个人小剧场，忍者如此宣言......
> ブルーアーカイブ　絆ダイアローグ Vol.5 「イズナ」
イズナ(CV:阿澄佳奈)",ok,
429,,月導,月導,"[https://nex-tone.link/A00165625](https://nex-tone.link/A00165625)

月雪宫子的主题曲，在月夜下独自陪伴着你
>ブルーアーカイブ　絆ダイアローグ Vol.6 「ミヤコ」
ミヤコ(CV:藤田茜)",ok,
430,,月導(Instrumental Ver),月導(Instrumental Ver),"[https://nex-tone.link/A00165625](https://nex-tone.link/A00165625)

月雪宫子主题曲的伴奏版本
>ブルーアーカイブ　絆ダイアローグ Vol.6 「ミヤコ」
ミヤコ(CV:藤田茜)",ok,
431,,Dialogue Vol.6「眠れぬウサギは夜光にたゆたう」,Dialogue Vol.6「眠れぬウサギは夜光にたゆたう」,"[https://nex-tone.link/A00165625](https://nex-tone.link/A00165625)

月雪宫子个人小剧场，无法入睡的兔子在夜光中随风摇曳
>ブルーアーカイブ　絆ダイアローグ Vol.6 「ミヤコ」
ミヤコ(CV:藤田茜)",ok,
